split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,experiment_name,run_number
0.8165591265102778,0.6078092993169668,0.325127163024975,0.5831651962840733,0.20138163197351924,202,1.9489782651265461,0.018881506572104752,0.0015916029612223308,5.6267233665384644e-05,20,2,"OrderedDict([('max_depth', 20), ('min_child_weight', 2)])",BO for 1 group,6.0
0.7888257272109348,0.67063437002825,0.3057881117256678,0.5884160696549509,0.20559056590000865,193,0.5471451282501221,0.004831371377313354,0.0011622905731201172,3.349816388886e-05,10,14,"OrderedDict([('max_depth', 10), ('min_child_weight', 14)])",BO for 1 group,6.0
0.797469611536291,0.6498610975180271,0.290505865568081,0.5792788582074664,0.21289974058399713,207,0.6850719451904297,0.004047049657726389,0.0011219183603922527,1.763259020753627e-05,18,20,"OrderedDict([('max_depth', 18), ('min_child_weight', 20)])",BO for 1 group,6.0
0.7800021625005427,0.7014526561502611,0.2728753006403708,0.5847767064303916,0.22286673362843484,198,0.4539520740509033,0.007757410671304619,0.0009698867797851562,3.394765785711912e-05,3,13,"OrderedDict([('max_depth', 3), ('min_child_weight', 13)])",BO for 1 group,6.0
0.805868377595993,0.6668722600064142,0.3340785108881399,0.602273049496849,0.19794984731979928,132,0.6050667762756348,0.0013525148862482018,0.0011723041534423828,4.2854813873911055e-05,15,12,"OrderedDict([('max_depth', 15), ('min_child_weight', 12)])",BO for 1 group,6.0
0.7972660507898282,0.6382356180027291,0.2813548745123923,0.5722855144349831,0.2157207262062676,224,0.5281766255696615,0.005036932254117718,0.0010960102081298828,1.3509451141914227e-05,10,20,"OrderedDict([('max_depth', 10), ('min_child_weight', 20)])",BO for 1 group,6.0
0.835506031142301,0.6210334766730646,0.34106126476639986,0.5992002575272551,0.2024457521458223,146,0.7757944266001383,0.008497712267862919,0.0014044443766276042,0.00014637118765038713,16,5,"OrderedDict([('max_depth', 16), ('min_child_weight', 5)])",BO for 1 group,6.0
0.8252232946326623,0.6717987168207746,0.344362315502068,0.613794775651835,0.20054951708735316,68,0.7667934894561768,0.0012001809559708094,0.001225868860880534,2.26696941749362e-05,18,10,"OrderedDict([('max_depth', 18), ('min_child_weight', 10)])",BO for 1 group,6.0
0.8120864975065892,0.641007217709699,0.3439022201840308,0.5989986451334398,0.19342986586087252,147,0.5826284090677897,0.0039713607766976924,0.0011947949727376301,4.828602484651572e-05,10,9,"OrderedDict([('max_depth', 10), ('min_child_weight', 9)])",BO for 1 group,6.0
0.7935327528646589,0.6550739122902804,0.3640717058056373,0.6042261236535256,0.17897545631025102,123,0.5287791093190511,0.007061317511401202,0.0010459423065185547,2.054369580273259e-05,6,7,"OrderedDict([('max_depth', 6), ('min_child_weight', 7)])",BO for 1 group,6.0
0.81726964391341,0.6367904028224739,0.3602417408624681,0.6047672625327839,0.1879498819318511,119,1.4766725699106853,0.011099770699361893,0.0013396739959716797,7.416338115663523e-05,20,8,"OrderedDict([('max_depth', 20), ('min_child_weight', 8)])",BO for 1 group,6.0
0.8536047212697302,0.5365652311914293,0.22225752251537434,0.5374758249921779,0.25774721883988777,239,0.3829938570658366,0.0036485162277739764,0.000907739003499349,7.374533271153272e-05,1,1,"OrderedDict([('max_depth', 1), ('min_child_weight', 1)])",BO for 1 group,6.0
0.8076229193740346,0.6469389212140991,0.3432138254827297,0.5992585553569545,0.19256862774681843,144,1.4295372168223064,0.01202116580179048,0.0012915929158528645,2.463940635048433e-05,20,9,"OrderedDict([('max_depth', 20), ('min_child_weight', 9)])",BO for 1 group,6.0
0.7842653551690295,0.6840519835270655,0.32137514560625147,0.5965641614341155,0.19884235931711314,162,1.3689720630645752,0.009287617028344661,0.0012216567993164062,7.490619523460801e-05,20,14,"OrderedDict([('max_depth', 20), ('min_child_weight', 14)])",BO for 1 group,6.0
